id,# Pages / Video Length:,Abstract:,Author:,NSGL Document #:,Program Report #:,Project #:,Publication Type:,Publication Year :,Sea Grant Program/Affiliate:,Title:,Notes:,URL:,Source Citation:,Editor :,DOI #:,Publisher:,Grant/Contract #:
/Users/thalassa/github/nsgl/itemRecords-or-csv/19106365_2364_2815378.csv,1,"This exhibit includes information on phased approach to development and research, Wallace Energy Systems and Renewables Facility, O.H. Hinsdale Wave Research Laboratory, field testing in ocean test berth, community engagement, human dimensions, environmental effects, and the PMEC - Pacific Marine Energy Center.","Jacobson, Kaety;von Jouanne, Annette;Walkingshaw, Allison",ORESU-E-16-008,ORESU-E-16-008,A/ESG-07,educational materials,2016,Oregon Sea Grant,Wave Energy Testing at Oregon State University [Exhibit],NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19106422_1285_2814299.csv,49,"Seacast is a Python Django web application that produces Ocean Forecasts on the Oregon Coast using models produced are Oregon State University, and elsewhere. Seacast is made and maintained in conjunction by the Senior Design teams from OSU’s Department of Computer Science and OSU’s Department of Marine Resources Management of the College of Earth and Atmospheric Sciences. This year’s team from the Senior Design class added new features including showing tides on the site, producing a wind model, and fixed a major bug where Seacast would crash itself if a single model was missing. This document contains information on the yearlong process done by the 2016 Seacast team including documentation, requirements, and reflections. Seacast(Secast.​org) is a website that shows visualization of ocean forecasting off of the Oregon Coast and is designed for ease of use and simplicity. The project was first conceptualized by a Grad Student at the College of Earth, Oceanic and Atmospheric Sciences, Duncan, after he discovered that Newport Fisherman had been using another ocean forecast site (nvs.nanoos.org​), but desired something simpler. With the help of Ted Strub and Flaxen Conway from the Marine Resource Management department of the COEAS the project was pitched to the Computer Science Senior Design Class. This team, who authored this document, is the third team to have worked on the project and consists of Miles Curry, Anthony Dunaway, and Will Olsen. There are a lot of other proprietary and forecasting applications available for commercial fisherman, but Seacast looks to serve models that are not normally available to fisherman for free. Seacast uses models that are produced here at Oregon State University including a local ROM’s model and OSU WW3. The clients for this project included Conway, and Strub. There were also others who helped with the development during this term including Craig Risien and Jessica Kuonen. Conway’s and Strub’s role in this project was primarily a supervisory role. They helped with figuring out and designing requirements and discovering fisherman needs and the overall site direction. As a supporter Risien helped with development by providing examples and information on producing plots and Kuonen help facilitate handling fisherman response. Seacast uses Django, a Python web framework, in combination with MatPlotLib, Numpy, Scipy and other python modules to produce high-quality forecast visualizations. MatPlotLib, in combination with numpy provide and easy interface to creating simple plots. MatPlotLib also allows for easy translation between MatLab since MatPlotLib was based off of MatLab. That is helpful because Risien creates his plots using MatLab and not MatPlotLib and they are a great reference.","Curry, Miles A.;Olsen, William;Dunaway, Anthony",ORESU-T-16-001,ORESU-T-16-001,R/PSS-02,technical reports/surveys​/patents,2016,Oregon Sea Grant,Seacast Final Report,"Capstone Project #10-Seacast, June 2016",NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19106562_2363_2815377.csv,8,"Commercial fishing research often focuses on ecological (gear, stock-​assessment, traceability) or economic factors or indicators. Truly understanding the social-​ecological system requires considering the social, cultural, historical, and legal/policy aspects as well. Although regulatory bodies now include human dimensions in their management plans, there are still challenges to integrating social science into the decision-making process. There is a national and international understanding that if resource managers are to understand and develop strategies for coastal resilience, a holistic approach is needed that includes an understanding of the intersection between the dynamics of fisheries management and women's participation within fishing. The objective of this study was to collect oral history data related to past and current strategies for addressing fishing family and community resilience over time. Literature has documented ways in which limited access and catch share programs affect fishing community resilience and sustainability, but have few data that look at how these management systems may be affecting women's roles and participation within the industry. The results from this research adds to the literature on women's roles in the US and provide needed attention to their contribution to the well-being, resilience, and adaptive capacity of Oregon's evolving commercial fishing industry.","Calhoun, Sarah;Conway, Flaxen;Russell, Suzanne",ORESU-R-16-017,ORESU-R-16-017,A/ESG-07,reprints (peer-reviewed),2016,Oregon Sea Grant,Acknowledging the voice of women: implications for fisheries management and policy,NA,NA,"Marine Policy, 74:292-299, December 2016",NA,10.1016/j.marpo​l.2016.04.033,Elsevier,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19106640_3347_2816361.csv,7,"The focus of US fisheries regulations has changed from expanding fishing effort to protecting resources for current and future use. Regulations, enforcement, and compliance have changed and grown over the last forty years. Members of both the enforcement and commercial trawl fishing communities speculate and complain about regulatory compliance, often from opposite perspectives. A small research project in Oregon studied the relationship between these communities and regulation compliance. Although a difference was noted in the relationships between the varied levels of enforcement and trawl fishermen, this did not constitute a shift in compliance; compliance remained high with participants from both communities reporting that the fishermen have “little choice but to follow the rules.” What varied was communication within and between these communities, and the amount of control participants’ felt they had in regulation development. A small glimpse into the relationships within and between these communities offers insights into the factors that may impact fisheries, regulation development and enforcement, and communication within and between these interdependent, occupational communities.","Moon, Ruby;Conway, Flaxen",ORESU-R-16-018,ORESU-R-16-018,A/ESG-07,reprints (peer-reviewed),2016,Oregon Sea Grant,Does the relationship between fishermen and enforcers impact regulatory compliance?,NA,NA,"Marine Policy, 74:316-322, December 2016",NA,10.1016/j.marpo​l.2016.04.047,Elsevier,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19106677_3346_2816360.csv,10,"The potential of the diverse chemistries present in natural products (NP) for biotechnology and medicine remains untapped because NP databases are not searchable with raw data and the NP community has no way to share data other than in published papers. Although mass spectrometry (MS) techniques are well-suited to high-throughput characterizatio​n of NP, there is a pressing need for an infrastructure to enable sharing and curation of data. We present Global Natural Products Social Molecular Networking (GNPS; http://gnps.ucs​d.edu), an open-access knowledge base for community-wide organization and sharing of raw, processed or identified tandem mass (MS/MS) spectrometry data. In GNPS, crowdsourced curation of freely available community-wide reference MS libraries will underpin improved annotations. Data-driven social-​networking should facilitate identification of spectra and foster collaborations. We also introduce the concept of ‘living data’ through continuous reanalysis of deposited data.","Wang, Mingxun;Carver, Jeremy J.;Phelan, Vanessa V.;Sanchez, Laura M.;Garg, Neha;Peng, Yao;Nguyen, Don Duy;Watrous, Jeramie;Kapono, Clifford A.;Luzzatto-Knaan, Tal;Porto, Carla;Bouslimani, Amina;Melnik, Alexey V.;Meehan, Michael J.;Liu, Wei-Ting;Crusemann, Max;Boudreau, Paul D.;Esquenazi, Eduardo;Sandoval-​Calderon, Mario;Kersten, Roland D.;Pace, Laura A.;Quinn, Robert A.;Duncan, Katherine R.;Hsu, Cheng-Chih;Floros, Dimitrios J.;Gavilan, Ronnie G.;Kleigrewe, Karin;Northen, Trent;Dutton, Rachel J.;Parrot, Delphine;Carlson, Erin E.;Aigle, Bertrand;Michelsen, Charlotte F.;Jelsbak, Lars;Sohlenkamp, Christian;Pevzner, Pavel;Edlund, Anna;McLean, Jeffrey;Piel, Jorn;Murphy, Brian T.;Gerwick, Lena;Liaw, Chih-Chuang;Yang, Yu-Liang;Humpf, Hans-Ulrich;Maansson, Maria;Keyzers, Robert A.;Sims, Amy C.;Johnson, Andrew R.;Sidebottom, Ashley M.;Sedio, Brian E.;Klitgaard, Andreas;Larson, Charles B.;Boya, Christopher A.;Torres-Mendoza, Daniel;Gonzalez, David J.;Silva, Denise B.;Marques, Lucas M.;Demarque, Daniel P.;Pociute, Egle;O'Neill, Ellis C.;Briand, Enora;Helfrich, Eric J. N.;Granatosky, Eve A.;Glukhov, Evgenia;Ryffel, Florian;Houson, Hailey;Mohimani, Hosein;Kharbush, Jenan J.;Zeng, Yi;Vorholt, Julia A.;Kurita, Kenji L.;Charusanti, Pep;McPhail, Kerry L.;Nielson, Kristian Fog;Vuong, Lisa;Elfeki, Maryam;Traxler, Matthew F.;Engene, Niclas;Koyama, Nobuhiro;Vining, Oliver B.;Baric, Ralph;Silva, Ricardo R.;Mascuch, Samantha J.;Tomasi, Sophie;Jenkins, Stefan;Macherla, Venkat;Hoffman, Thomas;Agarwal, Vinayak;Williams, Philip G.;Dai, Jingqui;Neupane, Ram;Gurr, Joshua;Rodriguez, Andres M. C.;Lamsa, Anne;Zhang, Chen;Dorrestein, Kathleen;Duggan, Brendan M.;Almaliti, Jehad;Allard, Pierre-Marie;Phapale, Prasad;Nothias, Louis-Felix;Alexandrov, Theodore;Litaudon, Marc;Wolfender, Jean-Luc;Kyle, Jennifer E.;Metz, Thomas O.;Peryea, Tyler;Nguyen, Dac-Trung;VanLeer, Danielle;Shinn, Paul;Muller, Rolf;Waters, Katrina M.;Shi, Wenyuan;Liu, Xueting;Zhang, Lixin;Knight, Rob;Jensen, Paul R.;Palsson, Bernhard O.;Pogliano, Kit;Linington, Roger G.;Gutierrez, Marcelino;Lopes, Norberto P.;Gerwick, William H.;Moore, Bradley S.;Dorrestein, Pieter C.;Bandeira, Nuno",ORESU-R-16-019,ORESU-R-16-019,R/BT-48,reprints (peer-reviewed),2016,Oregon Sea Grant,Sharing and community curation of mass spectrometry data with Global Natural Products Social Molecular Networking,NA,NA,"Nature Biotechnology, 34(8):828-837, August 2016",NA,10.1038/nbt.359​7;10.1038/nbt.359​7,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19127923_2362_2815376.csv,1,A 1-page consumer guide for Oregon seafood harvest dates for 2017.,"Jacobson, Kaety",ORESU-G-17-003,ORESU-G-17-003,A/ESG-07,"advisory/extens​ion reports; fact sheets, posters",2017,Oregon Sea Grant,What's Fresh and When? Oregon Seafood Consumer Guide 2017,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19127999_3345_2816359.csv,12,"Understanding connectivity of marine organisms is necessary for determining the appropriate scale of conservation and management strategies. For species that inhabit both the coastal ocean and partially enclosed water bodies (i.e., estuaries or fjords), this information is even more critical since estuaries and fjords are often characterized by hydrological complexities which can limit dispersal potential and promote population subdivision. In this study, genetic connectivity of Dungeness crab Cancer magister in Puget Sound and coastal Washington, USA, was examined to test the hypothesis of genetic structure in partially enclosed versus open environments. Dungeness crab that were sampled at five sites in Puget Sound in 2015 and three sites in coastal Washington in 2014 were genotyped at ten microsatellite loci. We observed similar levels of heterozygosity and allelic richness within Puget Sound and coastal Washington. Pairwise FST estimates indicated that Hood Canal was significantly differentiated from other Puget Sound sites, except Nisqually, suggesting larval retention within the Hood Canal basin. No evidence for significant genetic differentiation was found among the four remaining Puget Sound sites or among the three coastal sites. Analysis of molecular variance indicated that, in aggregate, Puget Sound sites significantly differed from coastal sites. On a site by site basis, we found evidence for significant differentiation between three sites in Puget Sound and coastal Washington. Based upon the observed patterns of genetic differentiation​, our findings did not support our hypothesis of restricted genetic connectivity within Puget Sound, with the exception of Hood Canal. However, our results demonstrate that there is stronger genetic connectivity within Puget Sound and coastal Washington than between these two areas.","Jackson, Tyler M.;O'Malley, Kathleen G.",ORESU-R-17-009,ORESU-R-17-009,R/RCF-33,reprints (peer-reviewed),2017,Oregon Sea Grant,Comparing genetic connectivity among Dungeness crab (Cancer magister) inhabiting Puget Sound and coastal Washington,NA,NA,"Marine Biology, 164:123, pp. 1-12, Published online doi: 10.1007/s00227-​017-​3152-​7, May 4, 2017",NA,10.1007/s00227-​017-​3152-​7,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19129789_2361_2815375.csv,35,"The WW2100 broader impacts team developed a slide set for students about the water cycle in the Williamette Basin. The slide set helps students think about where the water we use comes from, and the factors that affect its availability and quality. The slide set is designed for students grade eight and above and includes: *Specific examples of ways natural and human processes affect water supply and demand in the Williamette Basin. *A list of the specific Next Generation Science Standards addresses. *Suggestions for pre- and post-quiz questions to determine the content's effect on student understanding and opinions related to water. This slide presentation is based on work from the Williamette Water 2100 project, a scientific research project that evaluated how climate change, population growth, and economic growth will change the availability and the use of water in the Williamette River Basin (WRB) over the 21st century. The project ran from October 2010 through September 2016, and was a collaborative effort led by faculty from Oregon State University (OSU), the University of Oregon (UO), Portland State University (PSU) and the University of California-​Santa Barbara.","Chan, Sam;Martin, Kayla-Maria;Siemens, Tania;Wright, Maria;Hayes, Thea",ORESU-E-16-009,ORESU-E-16-009,A/ESG-07,educational materials,2016,Oregon Sea Grant,"Water in the Willamette River Basin: Problem-based learning using science, engineering and technology",PowerPoint classroom slides with annotations,http://inr.oreg​onstate.edu/boo​k/export/html/1​386 (Slide Set for Students),NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19171197_3344_2816358.csv,1,The Fukushima Daiichi power station released radionuclides into the Pacific Ocean off of Japan in 2011. This release provided an opportunity to examine migration routes and population structure of North Pacific albacore.,"Ciannelli, Lorenzo;Custer, Fawn",ORESU-G-15-002,ORESU-G-15-002,R/RCF-34,"advisory/extens​ion reports; fact sheets, posters",2015,Oregon Sea Grant,Using Radiation to Track Albacore,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19171660_65_2813079.csv,54,"This project was initiated by a partnership between DEQ and Oregon Sea Grant to investigate the strengths and weaknesses of the State’s current MS4 Phase 1 permit program, draw conclusions, and provide essential recommendations for future permit development. Oregon Sea Grant’s mission is to serve as a catalyst that promotes discovery, understanding and resilience for Oregon coastal communities and ecosystems. While most urban areas in Oregon are well away from the coastal zone, Oregon Sea Grant recognizes that water quality issues upstream have considerable impacts to coastal ecosystems and seeks to better understand sources of water pollution. Thus the partnership falls well within the mission scope of both entities. Oregon Sea Grant provided assistance by funding a Natural Resource Policy fellow to work with DEQ to explore these issues with municipal stormwater quality programs. The fellow served as a stormwater analyst – assessing the methods, quality assurance protocols, and the results prepared by each Phase 1 permittee in their 2014-2015 annual reports. In addition to analyzing the reports, the fellow provided a set of recommendations to DEQ in order to better inform their permit development program.","Peters, Joseph R.",ORESU-T-16-002,ORESU-T-16-002,E/INT-134,technical reports/surveys​/patents,2016,Oregon Sea Grant,Rethinking municipal stormwater monitoring in Oregon,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19171724_3343_2816357.csv,78,"Contaminants such as pharmaceuticals are of increasing concern due to their ubiquitous use and persistence in surface waters worldwide. Limited attention has been paid to the effects of pharmaceuticals on marine life, despite widespread detection of these contaminants in the marine environment. Of the existing studies, the majority assess the negative effects of pharmaceuticals over an exposure period of 30 days or less and focus on cellular and subcellular biomarkers. Longer studies are required to determine if chronic contaminant exposure poses risks to marine life at environmentally relevant concentrations.​ Also scarce in the literature is examination of whole organism effects to identify potential community-level consequences. Two long-term studies with the antidepressant pharmaceutical, fluoxetine (the active constituent in Prozac®) were conducted to determine whether nominal concentrations detected in estuarine and coastal environments affect organism health and interactions. First, we measured whole organism metrics in the California mussel, Mytilus californianus over a period of 107 days. Specifically, we measured algal clearance rates, growth, and condition indices for both reproductive and overall health. We found that fluoxetine negatively affects all measured characteristics​, however many effects are mediated by length of exposure. Perhaps the most notable result was that mussels spiked with fluoxetine cleared less algae after 30 days of exposure. Reduced growth and condition indices likely are a consequence of improper nutrition among fluoxetine-​treated mussels. Any level of fluoxetine significantly affected the gonadosomatic index after 47 days. The results from this study on mussels fill an important data gap, highlighting organism-​level effects of chronic exposure periods; such data more explicitly identify the impacts of pharmaceuticals and other contaminants on marine communities and ecosystems. Fluoxetine has been documented to affect the behavior of fish and invertebrates, ​ including freshwater and marine bivalves, crustaceans (i.e., crayfish and crabs), and fish. Given that other crustaceans exhibited increased activity levels under fluoxetine exposure, we hypothesized that this would subject them to greater predation risk. In our second exposure study, we assessed whether a similar range of fluoxetine concentrations ​ used in the mussel study altered the risk behavior of the Oregon mud crab, Hemigrapsus oregonensis, in response to a common predator, the red rock crab, Cancer productus. We conducted this study for 60 days, conducting day and night behavioral trials (with and without predators) four times a week. We found that crabs exposed to any amount of fluoxetine (3 or 30ng/L) had increased activity levels relative to controls; however behaviors of 3ng/L-spiked crabs were not always significantly different from controls. Among control crabs, day and night trials yielded similar results, where a clear response to the addition of the predator was observed. Crabs dosed with fluoxetine exhibited more foraging and active behaviors in the presence of the predator. Additionally, crabs spiked with fluoxetine at 30 ng/L had the greatest risk of mortality either by predation by red rock crabs or due to more aggressive behaviors among conspecifics. The results of this study shed light on a particularly unexplored area of contaminants research: how do psychoactive pharmaceuticals affect animal behavior when exposed to the low concentrations persisting in the aquatic environment for a prolonged period of time?","Peters, Joseph",ORESU-Y-16-010,ORESU-Y-16-010,E/INT-145;E/A-16,theses/disserta​tions,2016,Oregon Sea Grant,Pharmaceutical contaminants as stressors on rocky intertidal and estuarine organisms: A case study of fluoxetine,Master of Science,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19171760_3342_2816356.csv,18,"Two species of burrowing shrimp occur in high densities in US West Coast estuaries, the ghost shrimp, Neotrypaea californiensis, and the blue mud shrimp, Upogebia pugettensis. Both species of shrimp are considered ecosystem engineers as they bioturbate and irrigate extensive galleries within the sediment. While their burrows comprise a dominant habitat type in west coast estuaries, little is known about these shrimps’ diet and their role in estuarine food webs. The primary goals of this study were to identify major components of burrowing shrimp diets and detect variation in these diets along an estuarine gradient using combined fatty acid (FA) and stable isotope (SI) analyses. Shrimp and potential food sources including eelgrass blades, epiphytes, Ulva, sedimentary particulate organic matter (SPOM), burrow walls, and particulate organic material (POM) were sampled at different locations within Yaquina Bay, Oregon in August 2012. Both SI and FA analyses indicated differences in food resources assimilated by shrimp along the estuarine gradient. SI values showed that diets for U. pugettensis consisted of carbon sources derived primarily from POM and SPOM, while POM and epiphytes were primary carbon sources for N. californiensis. Shrimp from lower estuarine sites had high levels of 16:1ω7 and 20:5ω3 FAs suggesting their diet is enriched with marine diatoms. Shrimp from upriver showed greater proportion of FA associated with dinoflagellates and terrestrial sources as indicated by a high percentage of C18 polyunsaturated FAs (PUFAs). This is the first study to evaluate diets of these two shrimp species using complimentary FA and SI approaches.","Bosley, Katelyn M.;Copeman, Louise A.;Dumbauld, Brett R.;Bosley, Keith L.",ORESU-R-17-010,ORESU-R-17-010,E/INT-122,reprints (peer-reviewed),2017,Oregon Sea Grant,Identification of burrowing shrimp food sources along an estuarine gradient using fatty acid analysis and stable isotope ratios,NA,NA,"Estuaries and Coasts, 40:1113-1130, January 2017",NA,10.1007/s12237-​016-​0193-​y,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19179218_3341_2816355.csv,2:55 minutes,"Along the coast, Oregon Sea Grant has been helping residents prepare for a major earthquake and tsunami. One way it does this is by teaching people to create and use self-guided evacuation routes modeled after a treasure hunt. In these hunts, which are called quests, walkers follow a map and a series of educational clues about their surroundings to reach higher ground. At the end, they find a hidden box that contains a guest book and rubber stamp to mark their accomplishment. The aim is that by exploring these routes for fun in their free time, residents and visitors will later know where to flee in the event of a tsunami.","Cholewczynski, Vanessa;Goodwin, Cait",ORESU-V-17-004,ORESU-V-17-004,A/ESG-07,videos,2017,Oregon Sea Grant,Tsunami Quests (online video),NA,https://www.you​tube.com/watch?​v=TQvgSMiby7k,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19223421_2146_2815160.csv,23,"The National Oceanic and Atmospheric Administration (NOAA) Regional Integrated Sciences and Assessments (RISA) program and Land Grant and Sea Grant incarnations of university extension systems represent two boundary organizations with unique, but complementary, structures and a capacity for connecting and mediating the boundary between climate information producers and users. The RISA program began in the 1990s to improve the link between climate science and society by supporting university consortia that could be responsive to regional stakeholder needs. Today, the RISA program funds 11 projects throughout the United States. The mission of connecting science to society is also embodied in the Cooperative Extension System established at Land Grant Universities across the United States over a century ago to produce usable science to support agricultural and resource management activities. Since then, Extension has pioneered and developed a rich history of bridging the gap between research from universities and the needs of practitioners such as agricultural producers, forest landowners, and resource managers. The success of this institutional approach led to the creation of Sea Grant colleges and extension professionals focused initially on supporting fisheries management with cutting edge science. This mission has grown to cover additional areas of need including coastal hazards planning and climate change adaptation. The similar missions of Extension and RISAs—and opportunities for their collaboration—h​ave not been overlooked. To date, four RISAs have Extension personnel on their program staff. These connections to support both Extension and RISA functions, and provide a basis for describing how RISA-Extension collaborations have built KANs in many cases to inform the use of science in climate adaptation. Using these collaborations ​ as the basis of case studies, this chapter reviews the relationship between these institutions and how it has supported four critical functions found in boundary organization literature: communication—c​onnecting with diverse audiences; translation—tra​nslating between science producers and consumers; mediation—negot​iating between science producers and consumers; and convening—bring​ing together different parties. The chapter closes with a discussion about what has worked well in the RISA-Extension partnership and how the partnership has helped build KANs, and also highlights opportunities for expanding this work.","Stevenson, John;Crimmins, Michael;Whitehead, Jessica;Brugger, Julie;Fraisse, Clyde",ORESU-BR-16-002,ORESU-BR-16-002,A/ESG-07,reprints (not peer-reviewed),2016,Oregon Sea Grant,Connecting climate information with practical uses: Extension and the NOAA RISA program,NA,NA,"Climate in Context: Science and Society Partnering for Adaptation, Adam S. Parris, et al., eds, Chapter 4, 75-97. 2016",NA,NA,"John Wiley & Sons, Ltd.",NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19224048_3340_2816354.csv,1,A poster that provides features to help identify green crabs and explains why the green crab is a problem. If found please take to the nearest ODFW office dead or alive.,"Williams, Collin;Yednock, Bree",ORESU-G-16-003,ORESU-G-16-003,E/A-16,"advisory/extens​ion reports; fact sheets, posters",2016,Oregon Sea Grant,Wanted European Green Crab,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19277698_212_2813226.csv,20,"Using data from two types of surveys and the IMPLAN (IMpact analysis for PLANning) input-output model, we estimated the annual economic contributions of Oregon Sea Grant’s Visitor Center at Oregon State University’s (OSU) Hatfield Marine Science Center (HMSC) in Newport. The Visitor Center attracts approximately 150,000 visitors a year, almost all of them from outside Lincoln County. The Center does not require an admission fee and provides an experience that is unique on the Oregon coast. Thirty-nine percent of visitors surveyed indicated that half or more of their reason for coming to the Oregon coast was to visit the Visitor Center. The percentage of visitors citing the Visitor Center as their reason for travelling to Lincoln County was the same. The Visitor Center is supported primarily with federal and OSU funds, with some donations from visitors. The total annual cost to operate the Visitor Center is $460,000 in 2017 dollars. As estimated in this report, that $460,000 generates more than 10 times as much in economic effects, with $5.4 million in income, $9.7 million in sales, and 133 jobs for Lincoln County. Statewide, the Visitor Center generates $7.6 million in income, $13.2 million in sales, and 156 jobs. These estimates should be useful for at least the next few years. In our anonymous survey, unlike most tourism studies, we asked survey participants to estimate how important the Visitor Center was in their decisions to travel to the Oregon coast. At every point where we were uncertain about visitors’ spending, we chose the conservative approach (e.g., excluding any economic effects for the 11,000 students and adults who visit each year as part of their school classes).","Sorte, Bruce;McBride, Catherine;Rahe, Mallory;Lev, Larry",ORESU-S-17-001,ORESU-S-17-001,A/ESG-07,technical reports/surveys​/patents,2018,Oregon Sea Grant,Economic linkages and impact analysis for the Oregon Sea Grant-operated Visitor Center at the Hatfield Marine Science Center,NA,NA,NA,"Cooper, Rick",NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19277793_2360_2815374.csv,0:51,NA,"Cholewczynski, Vanessa;East, Jenny",ORESU-V-17-005,ORESU-V-17-005,A/ESG-07,videos,2017,Oregon Sea Grant,Where to empty onboard holding tanks in Oregon,NA,https://www.you​tube.com/watch?​v=hiAkxw46IBk,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19277818_2359_2815373.csv,1:07,NA,"Cholewczynski, Vanessa;East, Jenny",ORESU-V-17-006,ORESU-V-17-006,A/ESG-07,videos,2017,Oregon Sea Grant,Where to empty onboard portable toilets in Oregon,NA,https://www.you​tube.com/watch?​v=hiAkxw46IBk,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19278050_361_2813375.csv,224,"Quests are fun and educational clue-directed hunts that encourage exploration of natural areas. In this self-guided activity, Questers follow a map and find a series of clues to reach a hidden box. The box contains a small guest book, a stamp pad, a unique rubber stamp, and additional information about the Quest site. Participants sign the guest book to record their find, and make an imprint of the Quest Box stamp in the back of their clue book as proof of accomplishment. Then the box is rehidden for the next person to find. The location of the clues and box remain a secret so others can share the fun. Oregon Coast Quest clues and boxes stay in place year-​round. Questing is an ideal place-based activity for individuals, small groups, and families. By turning a walk into a treasure hunt, children often race ahead of their parents instead of lagging behind. Through Quests, important areas of natural, cultural, and/or historical significance are shared. Furthermore, both those who go on Quests and those who create Quests for others gain pride and a sense of stewardship for their community’s special places. This book contains maps and directions for 24 Quests in English plus one Quest in Spanish!","Goodwin, Cait",ORESU-E-17-037,ORESU-E-17-037,A/ESG-07,educational materials,2017,Oregon Sea Grant,The Oregon Coast Quests Book 2017-2018 Edition,NA,NA,NA,"Cooper, Rick",NA,Oregon State University Sea Grant Program,NOAA Sea Grant
/Users/thalassa/github/nsgl/itemRecords-or-csv/19279365_2358_2815372.csv,6,"This publication provides information about transient lodging taxes (TLTs) to tourism-​industry stakeholders and community decision-makers such as hotels, restaurants, tour operators, resource managers, county commissioners, city councils, chambers of commerce, visitor centers, and local citizens and elected officials. TLTs are one form of local revenue generated through the tourism industry that can be used to invest in related community-​development efforts and promote quality management and further growth in the tourism sector in communities large and small.","Phillips, Miles;Flathers, Courtney",ORESU-G-17-004,ORESU-G-17-004,M/A-21,"advisory/extens​ion reports; fact sheets, posters",2017,Oregon Sea Grant,Transient lodging taxes on the Oregon coast,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19285577_3339_2816353.csv,9,"The Blue Crab Bowl (BCB) is one of 25 regional competitions of the National Ocean Sciences Bowl (NOSB®). The first NOSB competition was launched in 1998 by the Consortium for Oceanographic Research and Education (CORE) to further its mission of supporting and expanding oceans sciences education during the International Year of the Ocean. In 2007, CORE merged with the Joint Oceanographic Institutions (JOI) to form a new organization, the Consortium for Ocean Leadership. Representing over 90 of the nation’s leading oceanographic institutions, universities, industries and aquariums, the Consortium office in Washington D.C. hosts the NOSB National headquarters. Virginia’s Blue Crab Bowl was among the original NOSB competitions. Designed to inspire and challenge high school students, the Bowl tests competitors’ knowledge of the marine sciences. Each match pits two teams of four students in an academic quiz-bowl format. Competitors use a buzzer system to respond to rapid-fire multiple choice and short answer questions read by a Moderator. Additionally, teams work collectively to produce written answers to complex analytical questions. This year, sixteen teams from around the Commonwealth compete in roundrobin divisions, then double elimination matches that narrow the field. The final tournaments rounds establish 1st – 4th place winners. The 1st Place team from the Blue Crab Bowl will represent Virginia in the national NOSB competition in Corvallis, Oregon, April 20-23, 2017.",NA,VSGCP-E-17-001,NA,NA,educational materials,2017,Virginia Sea Grant,Blue Crab Bowl 2017: 20th Annual National Ocean Sciences Bowl (NOSB),"Included in this record is the BCB Event Program, BCB Profile, BCB flyer, BCB Teams, NOSB Rules, and Media Release for 2017",NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/19300785_2357_2815371.csv,NA,"The Blue Heron Bowl is a regional marine science quiz bowl. Two teams, each composed of four students and one alternate, square off against each other to answer questions related to marine science. Many of these students are coached by a marine science or general science teacher that sponsors their training. The bowl, itself consists of a set of matches. Each match consists of six minutes of toss-up and bonus questions, followed by two team challenge questions, and ending with a final six minutes of toss-up and bonus questions. The year's theme was ""Blue Energy-Powering the Planet with our Ocean."" Thirteen teams participated in the Blue Heron bowl held on February 18, 2017 at the University of North Carolina Wilmington. The North Carolina School of Science and Mathematics came out on top this year and will go on to compete at the 20th Annual 2017 National Ocean Sciences Bowl (NOSB) Finals Competition, April 20-23, 2017 at Oregon State University in Corvallis, Oregon.",NA,NCU-E-17-001,NA,NA,educational materials,2017,North Carolina Sea Grant,Blue Heron Bowl 2017,North Carolina Sea Grant co-sponsored this event and provided prizes for participants,https://sites.g​oogle.com/site/​blueheronbowl/h​ome www.nosb.org (National Ocean Sciences Bowl)  blue-​heron-​bowl/,NA,NA,NA,NA,NA
